system time,ID,DLC,CAN-FD,data
15:43:57.805,0x124,8,CAN,x| 68 0E 10 1D D8 13 21 00 
15:43:57.805,0x120,6,CAN,x| 02 43 08 A4 61 01 
15:43:57.805,0x122,8,CAN,x| B0 00 00 01 13 00 00 00 
15:43:57.815,0x124,8,CAN,x| 68 0E 10 1D D8 12 22 00 
15:43:57.815,0x120,6,CAN,x| 02 43 02 A4 5F 02 
15:43:57.815,0x122,8,CAN,x| B0 00 00 02 12 00 00 00 
15:43:57.817,0x13F,8,CAN,x| 00 0E 10 00 00 00 00 00 
15:43:57.825,0x124,8,CAN,x| 68 0E 10 1D D8 0D 23 00 
15:43:57.825,0x120,6,CAN,x| 02 43 02 A4 5F 03 
15:43:57.825,0x122,8,CAN,x| B0 00 00 03 0D 00 00 00 
15:43:57.835,0x124,8,CAN,x| 68 0E 10 1D D8 12 20 00 
15:43:57.835,0x120,6,CAN,x| 02 43 02 A4 5F 00 
15:43:57.835,0x122,8,CAN,x| B0 00 00 00 12 00 00 00 
15:43:57.837,0x13F,8,CAN,x| 00 0E 10 00 00 00 00 00 
15:43:57.845,0x124,8,CAN,x| 68 0E 10 1D D8 12 21 00 
15:43:57.845,0x120,6,CAN,x| 02 43 01 A4 60 01 
15:43:57.845,0x122,8,CAN,x| B0 00 00 01 12 00 00 00 
15:43:57.847,0x314,8,CAN,x| 00 00 00 00 00 00 7B 01 
15:43:57.847,0x500,8,CAN,x| 75 03 3F 3F 3F 3F 3F 3F 
15:43:57.847,0x32E,8,CAN,x| 00 00 00 01 64 00 00 00 
15:43:57.855,0x124,8,CAN,x| 68 0E 10 1D D8 0F 22 00 
15:43:57.855,0x120,6,CAN,x| 02 43 01 A4 60 02 
15:43:57.855,0x122,8,CAN,x| B0 00 00 02 0F 00 00 00 
15:43:57.857,0x13F,8,CAN,x| 00 0E 10 00 00 00 00 00 
15:43:57.865,0x124,8,CAN,x| 68 0E 10 1D D8 12 23 00 
15:43:57.865,0x120,6,CAN,x| 02 43 01 A4 63 03 
15:43:57.865,0x122,8,CAN,x| B0 00 00 03 12 00 00 00 
15:43:57.875,0x124,8,CAN,x| 68 0E 10 1D D8 12 20 00 
15:43:57.875,0x120,6,CAN,x| 02 43 01 A4 63 00 
15:43:57.875,0x122,8,CAN,x| B0 00 00 00 12 00 00 00 
15:43:57.875,0x310,8,CAN,x| 01 3B 00 00 00 00 08 00 
15:43:57.877,0x318,8,CAN,x| 01 41 FF 00 00 00 10 80 
15:43:57.877,0x13F,8,CAN,x| 00 0E 10 00 00 00 00 00 
15:43:57.885,0x124,8,CAN,x| 68 0E 10 1D D8 12 21 00 
15:43:57.885,0x120,6,CAN,x| 02 42 FC A4 61 01 
15:43:57.885,0x122,8,CAN,x| B0 00 00 01 12 00 00 00 
15:43:57.895,0x124,8,CAN,x| 68 0E 10 1D D8 12 22 00 
15:43:57.895,0x120,6,CAN,x| 02 42 FC A4 61 02 
15:43:57.895,0x122,8,CAN,x| B0 00 00 02 12 00 00 00 
15:43:57.897,0x13F,8,CAN,x| 00 0E 10 00 00 00 00 00 
15:43:57.905,0x124,8,CAN,x| 68 0E 10 1D D8 12 23 00 
15:43:57.905,0x120,6,CAN,x| 02 42 FC A4 62 03 
15:43:57.905,0x122,8,CAN,x| B0 00 00 03 12 00 00 00 
15:43:57.915,0x124,8,CAN,x| 68 0E 10 1D D8 12 20 00 
15:43:57.915,0x120,6,CAN,x| 02 42 FF A4 60 00 
15:43:57.915,0x122,8,CAN,x| B0 00 00 00 12 00 00 00 
15:43:57.917,0x13F,8,CAN,x| 00 0E 10 00 00 00 00 00 
15:43:57.925,0x124,8,CAN,x| 68 0E 10 1D D8 0A 21 00 
15:43:57.925,0x120,6,CAN,x| 02 42 FF A4 63 01 
15:43:57.925,0x122,8,CAN,x| B0 00 00 01 0A 00 00 00 
15:43:57.935,0x124,8,CAN,x| 68 0E 10 1D D8 12 22 00 
15:43:57.935,0x120,6,CAN,x| 02 42 FF A4 63 02 
15:43:57.935,0x122,8,CAN,x| B0 00 00 02 12 00 00 00 
15:43:57.937,0x13F,8,CAN,x| 00 0E 10 00 00 00 00 00 
15:43:57.945,0x124,8,CAN,x| 68 0E 10 1D D8 12 23 00 
15:43:57.945,0x120,6,CAN,x| 02 43 00 A4 64 03 
15:43:57.945,0x122,8,CAN,x| B0 00 00 03 12 00 00 00 
15:43:57.947,0x314,8,CAN,x| 00 00 00 00 00 00 6F 01 
15:43:57.947,0x32E,8,CAN,x| 00 00 00 02 64 00 00 00 
15:43:57.955,0x124,8,CAN,x| 68 0E 10 1D D8 12 20 00 
15:43:57.955,0x120,6,CAN,x| 02 43 00 A4 60 00 
15:43:57.955,0x122,8,CAN,x| B0 00 00 00 12 00 00 00 
15:43:57.957,0x13F,8,CAN,x| 00 0E 10 00 00 00 00 00 
15:43:57.965,0x124,8,CAN,x| 68 0E 10 1D D8 13 21 00 
15:43:57.965,0x120,6,CAN,x| 02 43 00 A4 60 01 
15:43:57.965,0x122,8,CAN,x| B0 00 00 01 13 00 00 00 
15:43:57.975,0x124,8,CAN,x| 68 0E 10 1D D8 13 22 00 
15:43:57.975,0x120,6,CAN,x| 02 43 00 A4 60 02 
15:43:57.975,0x122,8,CAN,x| B0 00 00 02 13 00 00 00 
15:43:57.975,0x310,8,CAN,x| 01 3B 00 00 00 00 08 00 
15:43:57.977,0x318,8,CAN,x| 01 41 FF 00 00 00 10 80 
15:43:57.977,0x13F,8,CAN,x| 00 0E 10 00 00 00 00 00 
15:43:57.985,0x124,8,CAN,x| 68 0E 10 1D D8 13 23 00 
15:43:57.985,0x120,6,CAN,x| 02 43 04 A4 60 03 
15:43:57.985,0x122,8,CAN,x| B0 00 00 03 13 00 00 00 
15:43:57.995,0x124,8,CAN,x| 68 0E 10 1D D8 12 20 00 
15:43:57.995,0x120,6,CAN,x| 02 43 04 A4 60 00 
15:43:57.995,0x122,8,CAN,x| B0 00 00 00 12 00 00 00 
15:43:57.997,0x13F,8,CAN,x| 00 0E 10 00 00 00 00 00 
15:43:58.005,0x124,8,CAN,x| 68 0E 10 1D D8 13 21 00 
15:43:58.005,0x120,6,CAN,x| 02 43 04 A4 60 01 
15:43:58.005,0x122,8,CAN,x| B0 00 00 01 13 00 00 00 
15:43:58.015,0x124,8,CAN,x| 68 0E 10 1D D8 13 22 00 
15:43:58.015,0x120,6,CAN,x| 02 43 04 A4 5F 02 
15:43:58.015,0x122,8,CAN,x| B0 00 00 02 13 00 00 00 
15:43:58.017,0x13F,8,CAN,x| 00 0E 10 00 00 00 00 00 
15:43:58.025,0x124,8,CAN,x| 68 0E 10 1D D8 0E 23 00 
15:43:58.025,0x120,6,CAN,x| 02 43 04 A4 5E 03 
15:43:58.025,0x122,8,CAN,x| B0 00 00 03 0E 00 00 00 
15:43:58.035,0x124,8,CAN,x| 68 0E 10 1D D8 13 20 00 
15:43:58.035,0x120,6,CAN,x| 02 43 04 A4 5D 00 
15:43:58.035,0x122,8,CAN,x| B0 00 00 00 13 00 00 00 
15:43:58.037,0x13F,8,CAN,x| 00 0E 10 00 00 00 00 00 
15:43:58.045,0x124,8,CAN,x| 68 0E 10 1D D8 13 21 00 
15:43:58.045,0x120,6,CAN,x| 02 43 08 A4 5C 01 
15:43:58.045,0x122,8,CAN,x| B0 00 00 01 13 00 00 00 
15:43:58.047,0x314,8,CAN,x| 00 00 00 00 00 00 89 01 
15:43:58.047,0x500,8,CAN,x| 75 01 00 3F 3F 3F 3F 3F 
15:43:58.047,0x32E,8,CAN,x| 00 00 00 03 64 00 00 00 
15:43:58.055,0x124,8,CAN,x| 68 0E 10 1D D8 13 22 00 
15:43:58.055,0x120,6,CAN,x| 02 43 08 A4 5F 02 
15:43:58.055,0x122,8,CAN,x| B0 00 00 02 13 00 00 00 
15:43:58.057,0x13F,8,CAN,x| 00 0E 10 00 00 00 00 00 
15:43:58.065,0x124,8,CAN,x| 68 0E 10 1D D8 13 23 00 
15:43:58.065,0x120,6,CAN,x| 02 43 08 A4 5F 03 
15:43:58.065,0x122,8,CAN,x| B0 00 00 03 13 00 00 00 
15:43:58.075,0x124,8,CAN,x| 68 0E 10 1D D8 13 20 00 
15:43:58.075,0x120,6,CAN,x| 02 43 08 A4 5E 00 
15:43:58.075,0x122,8,CAN,x| B0 00 00 00 13 00 00 00 
15:43:58.075,0x310,8,CAN,x| 01 3B 00 00 00 00 08 00 
15:43:58.077,0x318,8,CAN,x| 01 41 FF 00 00 00 10 80 
15:43:58.077,0x13F,8,CAN,x| 00 0E 10 00 00 00 00 00 
15:43:58.085,0x124,8,CAN,x| 68 0E 10 1D D8 13 21 00 
15:43:58.087,0x120,6,CAN,x| 02 43 08 A4 5E 01 
15:43:58.087,0x122,8,CAN,x| B0 00 00 01 13 00 00 00 
15:43:58.095,0x124,8,CAN,x| 68 0E 10 1D D8 13 22 00 
15:43:58.095,0x120,6,CAN,x| 02 43 08 A4 5D 02 
15:43:58.095,0x122,8,CAN,x| B0 00 00 02 13 00 00 00 
15:43:58.097,0x13F,8,CAN,x| 00 0E 10 00 00 00 00 00 
15:43:58.105,0x124,8,CAN,x| 68 0E 10 1D D8 13 23 00 
15:43:58.105,0x120,6,CAN,x| 02 43 08 A4 5C 03 
15:43:58.107,0x122,8,CAN,x| B0 00 00 03 13 00 00 00 
15:43:58.115,0x124,8,CAN,x| 68 0E 10 1D D8 14 20 00 
15:43:58.115,0x120,6,CAN,x| 02 43 0B A4 5F 00 
15:43:58.115,0x122,8,CAN,x| B0 00 00 00 14 00 00 00 
15:43:58.117,0x13F,8,CAN,x| 00 0E 10 00 00 00 00 00 
15:43:58.125,0x124,8,CAN,x| 68 0E 10 1D D8 0A 21 00 
15:43:58.125,0x120,6,CAN,x| 02 43 0B A4 5E 01 
15:43:58.125,0x122,8,CAN,x| B0 00 00 01 0A 00 00 00 
15:43:58.135,0x124,8,CAN,x| 68 0E 10 1D D8 14 22 00 
15:43:58.135,0x120,6,CAN,x| 02 43 0B A4 5E 02 
15:43:58.135,0x122,8,CAN,x| B0 00 00 02 14 00 00 00 
15:43:58.137,0x13F,8,CAN,x| 00 0E 10 00 00 00 00 00 
15:43:58.145,0x124,8,CAN,x| 68 0E 10 1D D8 14 23 00 
15:43:58.145,0x120,6,CAN,x| 02 43 0A A4 5E 03 
15:43:58.145,0x122,8,CAN,x| B0 00 00 03 14 00 00 00 
15:43:58.147,0x314,8,CAN,x| 00 00 00 00 00 00 95 01 
15:43:58.147,0x32E,8,CAN,x| 00 00 00 00 64 00 00 00 
15:43:58.155,0x124,8,CAN,x| 68 0E 10 1D D8 14 20 00 
15:43:58.155,0x120,6,CAN,x| 02 43 0A A4 5E 00 
15:43:58.155,0x122,8,CAN,x| B0 00 00 00 14 00 00 00 
15:43:58.157,0x13F,8,CAN,x| 00 0E 10 00 00 00 00 00 
15:43:58.165,0x124,8,CAN,x| 68 0E 10 1D D8 14 21 00 
15:43:58.165,0x120,6,CAN,x| 02 43 0A A4 5D 01 
15:43:58.165,0x122,8,CAN,x| B0 00 00 01 14 00 00 00 
15:43:58.175,0x124,8,CAN,x| 68 0E 10 1D D8 14 22 00 
15:43:58.175,0x120,6,CAN,x| 02 43 0A A4 5C 02 
15:43:58.175,0x122,8,CAN,x| B0 00 00 02 14 00 00 00 
15:43:58.177,0x310,8,CAN,x| 01 3B 00 00 00 00 08 00 
15:43:58.177,0x318,8,CAN,x| 01 41 FF 00 00 00 10 80 
15:43:58.177,0x13F,8,CAN,x| 00 0E 10 00 00 00 00 00 
15:43:58.185,0x124,8,CAN,x| 68 0E 10 1D D8 14 23 00 
15:43:58.185,0x120,6,CAN,x| 02 43 0D A4 60 03 
15:43:58.185,0x122,8,CAN,x| B0 00 00 03 14 00 00 00 
15:43:58.194,0x124,8,CAN,x| 68 0E 10 1D D8 13 20 00 
15:43:58.194,0x120,6,CAN,x| 02 43 0D A4 60 00 
15:43:58.194,0x122,8,CAN,x| B0 00 00 00 13 00 00 00 
15:43:58.197,0x13F,8,CAN,x| 00 0E 10 00 00 00 00 00 
15:43:58.204,0x124,8,CAN,x| 68 0E 10 1D D8 14 21 00 
15:43:58.204,0x120,6,CAN,x| 02 43 0D A4 60 01 
15:43:58.206,0x122,8,CAN,x| B0 00 00 01 14 00 00 00 
15:43:58.214,0x124,8,CAN,x| 68 0E 10 1D D8 14 22 00 
15:43:58.214,0x120,6,CAN,x| 02 43 0A A4 5F 02 
15:43:58.214,0x122,8,CAN,x| B0 00 00 02 14 00 00 00 
15:43:58.216,0x13F,8,CAN,x| 00 0E 10 00 00 00 00 00 
15:43:58.224,0x124,8,CAN,x| 68 0E 10 1D D8 0E 23 00 
15:43:58.224,0x120,6,CAN,x| 02 43 0A A4 5E 03 
15:43:58.224,0x122,8,CAN,x| B0 00 00 03 0E 00 00 00 
15:43:58.234,0x124,8,CAN,x| 68 0E 10 1D D8 13 20 00 
15:43:58.234,0x120,6,CAN,x| 02 43 0A A4 5D 00 
15:43:58.234,0x122,8,CAN,x| B0 00 00 00 13 00 00 00 
15:43:58.236,0x13F,8,CAN,x| 00 0E 10 00 00 00 00 00 
15:43:58.244,0x124,8,CAN,x| 68 0E 10 1D D8 13 21 00 
15:43:58.244,0x120,6,CAN,x| 02 43 0C A4 5D 01 
15:43:58.244,0x122,8,CAN,x| B0 00 00 01 13 00 00 00 
15:43:58.246,0x314,8,CAN,x| 00 00 00 00 00 00 97 01 
15:43:58.246,0x500,8,CAN,x| 75 02 3F 3F 3F 3F 3F 3F 
15:43:58.246,0x32E,8,CAN,x| 00 00 00 01 64 00 00 00 
15:43:58.254,0x124,8,CAN,x| 68 0E 10 1D D8 11 22 00 
15:43:58.254,0x120,6,CAN,x| 02 43 0C A4 5F 02 
15:43:58.254,0x122,8,CAN,x| B0 00 00 02 11 00 00 00 
15:43:58.256,0x13F,8,CAN,x| 00 0E 10 00 00 00 00 00 
15:43:58.264,0x124,8,CAN,x| 68 0E 10 1D D8 13 23 00 
15:43:58.264,0x120,6,CAN,x| 02 43 0C A4 60 03 
15:43:58.264,0x122,8,CAN,x| B0 00 00 03 13 00 00 00 
15:43:58.274,0x124,8,CAN,x| 68 0E 10 1D D8 13 20 00 
15:43:58.274,0x120,6,CAN,x| 02 43 0C A4 60 00 
15:43:58.274,0x122,8,CAN,x| B0 00 00 00 13 00 00 00 
15:43:58.276,0x310,8,CAN,x| 01 3B 00 00 00 00 08 00 
15:43:58.276,0x318,8,CAN,x| 01 41 FF 00 00 00 10 80 
15:43:58.276,0x13F,8,CAN,x| 00 0E 10 00 00 00 00 00 
15:43:58.284,0x124,8,CAN,x| 68 0E 10 1D D8 13 21 00 
15:43:58.284,0x120,6,CAN,x| 02 43 09 A4 5F 01 
15:43:58.284,0x122,8,CAN,x| B0 00 00 01 13 00 00 00 
15:43:58.294,0x124,8,CAN,x| 68 0E 10 1D D8 13 22 00 
15:43:58.294,0x120,6,CAN,x| 02 43 09 A4 5F 02 
15:43:58.294,0x122,8,CAN,x| B0 00 00 02 13 00 00 00 
15:43:58.296,0x13F,8,CAN,x| 00 0E 10 00 00 00 00 00 
15:43:58.304,0x124,8,CAN,x| 68 0E 10 1D D8 13 23 00 
15:43:58.304,0x120,6,CAN,x| 02 43 09 A4 5F 03 
15:43:58.306,0x122,8,CAN,x| B0 00 00 03 13 00 00 00 
15:43:58.314,0x124,8,CAN,x| 68 0E 10 1D D8 13 20 00 
15:43:58.314,0x120,6,CAN,x| 02 43 08 A4 60 00 
15:43:58.314,0x122,8,CAN,x| B0 00 00 00 13 00 00 00 
15:43:58.316,0x13F,8,CAN,x| 00 0E 10 00 00 00 00 00 
15:43:58.324,0x124,8,CAN,x| 68 0E 10 1D D8 08 21 00 
15:43:58.324,0x120,6,CAN,x| 02 43 08 A4 61 01 
15:43:58.324,0x122,8,CAN,x| B0 00 00 01 08 00 00 00 
15:43:58.334,0x124,8,CAN,x| 68 0E 10 1D D8 13 22 00 
15:43:58.334,0x120,6,CAN,x| 02 43 08 A4 61 02 
15:43:58.334,0x122,8,CAN,x| B0 00 00 02 13 00 00 00 
15:43:58.336,0x13F,8,CAN,x| 00 0E 10 00 00 00 00 00 
15:43:58.344,0x124,8,CAN,x| 68 0E 10 1D D8 12 23 00 
15:43:58.344,0x120,6,CAN,x| 02 43 02 A4 62 03 
15:43:58.344,0x122,8,CAN,x| B0 00 00 03 12 00 00 00 
15:43:58.346,0x314,8,CAN,x| 00 00 00 00 00 00 7F 01 
15:43:58.346,0x32E,8,CAN,x| 00 00 00 02 64 00 00 00 
15:43:58.354,0x124,8,CAN,x| 68 0E 10 1D D8 11 20 00 
15:43:58.354,0x120,6,CAN,x| 02 43 02 A4 60 00 
15:43:58.354,0x122,8,CAN,x| B0 00 00 00 11 00 00 00 
15:43:58.356,0x13F,8,CAN,x| 00 0E 10 00 00 00 00 00 
15:43:58.364,0x124,8,CAN,x| 68 0E 10 1D D8 12 21 00 
15:43:58.364,0x120,6,CAN,x| 02 43 02 A4 60 01 
15:43:58.364,0x122,8,CAN,x| B0 00 00 01 12 00 00 00 
15:43:58.374,0x124,8,CAN,x| 68 0E 10 1D D8 12 22 00 
15:43:58.374,0x120,6,CAN,x| 02 43 02 A4 60 02 
15:43:58.374,0x122,8,CAN,x| B0 00 00 02 12 00 00 00 
15:43:58.376,0x310,8,CAN,x| 01 3B 00 00 00 00 08 00 
15:43:58.376,0x318,8,CAN,x| 01 41 FF 00 00 00 10 80 
15:43:58.376,0x13F,8,CAN,x| 00 0E 10 00 00 00 00 00 
15:43:58.384,0x124,8,CAN,x| 68 0E 10 1D D8 12 23 00 
15:43:58.384,0x120,6,CAN,x| 02 43 00 A4 60 03 
15:43:58.384,0x122,8,CAN,x| B0 00 00 03 12 00 00 00 
15:43:58.394,0x124,8,CAN,x| 68 0E 10 1D D8 12 20 00 
15:43:58.394,0x120,6,CAN,x| 02 43 00 A4 63 00 
15:43:58.394,0x122,8,CAN,x| B0 00 00 00 12 00 00 00 
15:43:58.396,0x13F,8,CAN,x| 00 0E 10 00 00 00 00 00 
15:43:58.404,0x124,8,CAN,x| 68 0E 10 1D D8 12 21 00 
15:43:58.404,0x120,6,CAN,x| 02 43 00 A4 63 01 
15:43:58.406,0x122,8,CAN,x| B0 00 00 01 12 00 00 00 
15:43:58.414,0x124,8,CAN,x| 68 0E 10 1D D8 12 22 00 
15:43:58.414,0x120,6,CAN,x| 02 42 FC A4 61 02 
15:43:58.414,0x122,8,CAN,x| B0 00 00 02 12 00 00 00 
15:43:58.416,0x13F,8,CAN,x| 00 0E 10 00 00 00 00 00 
15:43:58.424,0x124,8,CAN,x| 68 0E 10 1D D8 0C 23 00 
15:43:58.424,0x120,6,CAN,x| 02 42 FC A4 61 03 
15:43:58.424,0x122,8,CAN,x| B0 00 00 03 0C 00 00 00 
15:43:58.434,0x124,8,CAN,x| 68 0E 10 1D D8 12 20 00 
15:43:58.434,0x120,6,CAN,x| 02 42 FC A4 63 00 
15:43:58.434,0x122,8,CAN,x| B0 00 00 00 12 00 00 00 
15:43:58.436,0x13F,8,CAN,x| 00 0E 10 00 00 00 00 00 
15:43:58.444,0x124,8,CAN,x| 68 0E 10 1D D8 12 21 00 
15:43:58.444,0x120,6,CAN,x| 02 42 FE A4 63 01 
15:43:58.446,0x122,8,CAN,x| B0 00 00 01 12 00 00 00 
15:43:58.446,0x314,8,CAN,x| 00 00 00 00 00 00 6F 01 
15:43:58.446,0x500,8,CAN,x| 75 03 3F 3F 3F 3F 3F 3F 
15:43:58.446,0x32E,8,CAN,x| 00 00 00 03 64 00 00 00 
15:43:58.454,0x124,8,CAN,x| 68 0E 10 1D D8 12 22 00 
15:43:58.454,0x120,6,CAN,x| 02 42 FE A4 62 02 
15:43:58.454,0x122,8,CAN,x| B0 00 00 02 12 00 00 00 
15:43:58.456,0x13F,8,CAN,x| 00 0E 10 00 00 00 00 00 
15:43:58.464,0x124,8,CAN,x| 68 0E 10 1D D8 12 23 00 
15:43:58.464,0x120,6,CAN,x| 02 42 FE A4 62 03 
15:43:58.464,0x122,8,CAN,x| B0 00 00 03 12 00 00 00 
15:43:58.474,0x124,8,CAN,x| 68 0E 10 1D D8 12 20 00 
15:43:58.474,0x120,6,CAN,x| 02 42 FE A4 64 00 
15:43:58.476,0x122,8,CAN,x| B0 00 00 00 12 00 00 00 
15:43:58.476,0x310,8,CAN,x| 01 3B 00 00 00 00 08 00 
15:43:58.476,0x318,8,CAN,x| 01 41 FF 00 00 00 10 80 
15:43:58.476,0x13F,8,CAN,x| 00 0E 10 00 00 00 00 00 
15:43:58.484,0x124,8,CAN,x| 68 0E 10 1D D8 12 21 00 
15:43:58.484,0x120,6,CAN,x| 02 42 FF A4 60 01 
15:43:58.484,0x122,8,CAN,x| B0 00 00 01 12 00 00 00 
15:43:58.494,0x124,8,CAN,x| 68 0E 10 1D D8 12 22 00 
15:43:58.494,0x120,6,CAN,x| 02 42 FF A4 60 02 
15:43:58.494,0x122,8,CAN,x| B0 00 00 02 12 00 00 00 
15:43:58.496,0x13F,8,CAN,x| 00 0E 10 00 00 00 00 00 
15:43:58.504,0x124,8,CAN,x| 68 0E 10 1D D8 13 23 00 
15:43:58.506,0x120,6,CAN,x| 02 42 FF A4 60 03 
15:43:58.506,0x122,8,CAN,x| B0 00 00 03 13 00 00 00 
15:43:58.514,0x124,8,CAN,x| 68 0E 10 1D D8 13 20 00 
15:43:58.514,0x120,6,CAN,x| 02 43 04 A4 60 00 
15:43:58.514,0x122,8,CAN,x| B0 00 00 00 13 00 00 00 
15:43:58.516,0x13F,8,CAN,x| 00 0E 10 00 00 00 00 00 
15:43:58.524,0x124,8,CAN,x| 68 0E 10 1D D8 09 21 00 
15:43:58.524,0x120,6,CAN,x| 02 43 04 A4 60 01 
15:43:58.524,0x122,8,CAN,x| B0 00 00 01 09 00 00 00 
15:43:58.534,0x124,8,CAN,x| 68 0E 10 1D D8 13 22 00 
15:43:58.534,0x120,6,CAN,x| 02 43 04 A4 60 02 
15:43:58.534,0x122,8,CAN,x| B0 00 00 02 13 00 00 00 
15:43:58.536,0x13F,8,CAN,x| 00 0E 10 00 00 00 00 00 
15:43:58.544,0x124,8,CAN,x| 68 0E 10 1D D8 13 23 00 
15:43:58.544,0x120,6,CAN,x| 02 43 04 A4 60 03 
15:43:58.546,0x122,8,CAN,x| B0 00 00 03 13 00 00 00 
15:43:58.546,0x314,8,CAN,x| 00 00 00 00 00 00 7F 01 
15:43:58.546,0x32E,8,CAN,x| 00 00 00 00 64 00 00 00 
15:43:58.554,0x124,8,CAN,x| 68 0E 10 1D D8 12 20 00 
15:43:58.554,0x120,6,CAN,x| 02 43 04 A4 5F 00 
15:43:58.554,0x122,8,CAN,x| B0 00 00 00 12 00 00 00 
15:43:58.556,0x13F,8,CAN,x| 00 0E 10 00 00 00 00 00 
15:43:58.564,0x124,8,CAN,x| 68 0E 10 1D D8 13 21 00 
15:43:58.564,0x120,6,CAN,x| 02 43 04 A4 5E 01 
15:43:58.564,0x122,8,CAN,x| B0 00 00 01 13 00 00 00 
15:43:58.574,0x124,8,CAN,x| 68 0E 10 1D D8 13 22 00 
15:43:58.574,0x120,6,CAN,x| 02 43 04 A4 5D 02 
15:43:58.576,0x122,8,CAN,x| B0 00 00 02 13 00 00 00 
15:43:58.576,0x310,8,CAN,x| 01 3B 00 00 00 00 08 00 
15:43:58.576,0x318,8,CAN,x| 01 41 FF 00 00 00 10 80 
15:43:58.576,0x13F,8,CAN,x| 00 0E 10 00 00 00 00 00 
15:43:58.584,0x124,8,CAN,x| 68 0E 10 1D D8 13 23 00 
15:43:58.584,0x120,6,CAN,x| 02 43 08 A4 60 03 
15:43:58.584,0x122,8,CAN,x| B0 00 00 03 13 00 00 00 
15:43:58.594,0x124,8,CAN,x| 68 0E 10 1D D8 13 20 00 
15:43:58.594,0x120,6,CAN,x| 02 43 08 A4 5F 00 
15:43:58.594,0x122,8,CAN,x| B0 00 00 00 13 00 00 00 
15:43:58.596,0x13F,8,CAN,x| 00 0E 10 00 00 00 00 00 
15:43:58.604,0x124,8,CAN,x| 68 0E 10 1D D8 13 21 00 
15:43:58.606,0x120,6,CAN,x| 02 43 08 A4 5F 01 
15:43:58.606,0x122,8,CAN,x| B0 00 00 01 13 00 00 00 
15:43:58.614,0x124,8,CAN,x| 68 0E 10 1D D8 13 22 00 
15:43:58.614,0x120,6,CAN,x| 02 43 08 A4 5E 02 
15:43:58.614,0x122,8,CAN,x| B0 00 00 02 13 00 00 00 
15:43:58.616,0x13F,8,CAN,x| 00 0E 10 00 00 00 00 00 
15:43:58.624,0x124,8,CAN,x| 68 0E 10 1D D8 0E 23 00 
15:43:58.624,0x120,6,CAN,x| 02 43 08 A4 5D 03 
