ID,DLC,CAN-FD,data
0x120,6,CAN,x| 02 42 FD A4 60 02 
0x122,8,CAN,x| B0 00 00 02 12 00 00 00 
0x13F,8,CAN,x| 00 0B B8 00 00 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 12 23 00 
0x120,6,CAN,x| 02 42 FD A4 60 03 
0x122,8,CAN,x| B0 00 00 03 12 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 12 20 00 
0x120,6,CAN,x| 02 42 FB A4 61 00 
0x122,8,CAN,x| B0 00 00 00 12 00 00 00 
0x13F,8,CAN,x| 00 0B B8 00 00 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 0D 21 00 
0x120,6,CAN,x| 02 42 FB A4 61 01 
0x122,8,CAN,x| B0 00 00 01 0D 00 00 00 
0x314,8,CAN,x| 00 00 00 00 00 00 66 01 
0x500,8,CAN,x| 75 03 3F 3F 3F 3F 3F 3F 
0x32E,8,CAN,x| 00 00 00 03 64 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 12 22 00 
0x120,6,CAN,x| 02 42 FB A4 63 02 
0x122,8,CAN,x| B0 00 00 02 12 00 00 00 
0x13F,8,CAN,x| 00 0B B8 00 00 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 12 23 00 
0x120,6,CAN,x| 02 42 FB A4 63 03 
0x122,8,CAN,x| B0 00 00 03 12 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 12 20 00 
0x120,6,CAN,x| 02 42 F8 A4 60 00 
0x122,8,CAN,x| B0 00 00 00 12 00 00 00 
0x310,8,CAN,x| 01 3C 00 00 00 00 08 00 
0x318,8,CAN,x| 01 41 FF 00 00 00 10 80 
0x13F,8,CAN,x| 00 0B B8 00 00 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 0E 21 00 
0x120,6,CAN,x| 02 42 F8 A4 60 01 
0x122,8,CAN,x| B0 00 00 01 0E 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 12 22 00 
0x120,6,CAN,x| 02 42 F8 A4 62 02 
0x122,8,CAN,x| B0 00 00 02 12 00 00 00 
0x13F,8,CAN,x| 00 0B B8 00 00 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 12 23 00 
0x120,6,CAN,x| 02 42 F8 A4 62 03 
0x122,8,CAN,x| B0 00 00 03 12 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 12 20 00 
0x120,6,CAN,x| 02 42 FD A4 61 00 
0x122,8,CAN,x| B0 00 00 00 12 00 00 00 
0x13F,8,CAN,x| 00 0B B8 00 00 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 0C 21 00 
0x120,6,CAN,x| 02 42 FD A4 61 01 
0x122,8,CAN,x| B0 00 00 01 0C 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 13 22 00 
0x120,6,CAN,x| 02 42 FD A4 62 02 
0x122,8,CAN,x| B0 00 00 02 13 00 00 00 
0x13F,8,CAN,x| 00 0B B8 00 00 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 13 23 00 
0x120,6,CAN,x| 02 42 FD A4 62 03 
0x122,8,CAN,x| B0 00 00 03 13 00 00 00 
0x314,8,CAN,x| 00 00 00 00 00 00 60 01 
0x32E,8,CAN,x| 00 00 00 00 64 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 13 20 00 
0x120,6,CAN,x| 02 42 FF A4 5F 00 
0x122,8,CAN,x| B0 00 00 00 13 00 00 00 
0x13F,8,CAN,x| 00 0B B8 00 00 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 0F 21 00 
0x120,6,CAN,x| 02 42 FF A4 5E 01 
0x122,8,CAN,x| B0 00 00 01 0F 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 13 22 00 
0x120,6,CAN,x| 02 42 FF A4 5E 02 
0x122,8,CAN,x| B0 00 00 02 13 00 00 00 
0x310,8,CAN,x| 01 3C 00 00 00 00 08 00 
0x318,8,CAN,x| 01 41 FF 00 00 00 10 80 
0x13F,8,CAN,x| 00 0B B8 00 00 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 13 23 00 
0x120,6,CAN,x| 02 42 FF A4 5D 03 
0x122,8,CAN,x| B0 00 00 03 13 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 13 20 00 
0x120,6,CAN,x| 02 43 02 A4 5F 00 
0x122,8,CAN,x| B0 00 00 00 13 00 00 00 
0x13F,8,CAN,x| 00 0B B8 00 00 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 0E 21 00 
0x120,6,CAN,x| 02 43 02 A4 5F 01 
0x122,8,CAN,x| B0 00 00 01 0E 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 13 22 00 
0x120,6,CAN,x| 02 43 02 A4 5F 02 
0x122,8,CAN,x| B0 00 00 02 13 00 00 00 
0x13F,8,CAN,x| 00 0B B8 00 00 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 13 23 00 
0x120,6,CAN,x| 02 43 02 A4 5E 03 
0x122,8,CAN,x| B0 00 00 03 13 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 13 20 00 
0x120,6,CAN,x| 02 43 03 A4 5F 00 
0x122,8,CAN,x| B0 00 00 00 13 00 00 00 
0x13F,8,CAN,x| 00 0B B8 00 00 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 0F 21 00 
0x120,6,CAN,x| 02 43 03 A4 5E 01 
0x122,8,CAN,x| B0 00 00 01 0F 00 00 00 
0x314,8,CAN,x| 00 00 00 00 00 00 73 01 
0x500,8,CAN,x| 75 01 00 3F 3F 3F 3F 3F 
0x32E,8,CAN,x| 00 00 00 01 64 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 13 22 00 
0x120,6,CAN,x| 02 43 03 A4 5D 02 
0x122,8,CAN,x| B0 00 00 02 13 00 00 00 
0x13F,8,CAN,x| 00 0B B8 00 00 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 13 23 00 
0x120,6,CAN,x| 02 43 03 A4 5D 03 
0x122,8,CAN,x| B0 00 00 03 13 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 14 20 00 
0x120,6,CAN,x| 02 43 08 A4 60 00 
0x122,8,CAN,x| B0 00 00 00 14 00 00 00 
0x310,8,CAN,x| 01 3C 00 00 00 00 08 00 
0x318,8,CAN,x| 01 41 FF 00 00 00 10 80 
0x13F,8,CAN,x| 00 0B B8 00 00 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 0F 21 00 
0x120,6,CAN,x| 02 43 08 A4 5F 01 
0x122,8,CAN,x| B0 00 00 01 0F 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 14 22 00 
0x120,6,CAN,x| 02 43 08 A4 5F 02 
0x122,8,CAN,x| B0 00 00 02 14 00 00 00 
0x13F,8,CAN,x| 00 0B B8 00 00 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 14 23 00 
0x120,6,CAN,x| 02 43 08 A4 5F 03 
0x122,8,CAN,x| B0 00 00 03 14 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 14 20 00 
0x120,6,CAN,x| 02 43 06 A4 5E 00 
0x122,8,CAN,x| B0 00 00 00 14 00 00 00 
0x13F,8,CAN,x| 00 0B B8 00 00 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 10 21 00 
0x120,6,CAN,x| 02 43 06 A4 5D 01 
0x122,8,CAN,x| B0 00 00 01 10 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 14 22 00 
0x120,6,CAN,x| 02 43 06 A4 5C 02 
0x122,8,CAN,x| B0 00 00 02 14 00 00 00 
0x13F,8,CAN,x| 00 0B B8 00 00 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 14 23 00 
0x120,6,CAN,x| 02 43 06 A4 5C 03 
0x122,8,CAN,x| B0 00 00 03 14 00 00 00 
0x314,8,CAN,x| 00 00 00 00 00 00 82 01 
0x32E,8,CAN,x| 00 00 00 02 64 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 14 20 00 
0x120,6,CAN,x| 02 43 08 A4 60 00 
0x122,8,CAN,x| B0 00 00 00 14 00 00 00 
0x13F,8,CAN,x| 00 0B B8 00 00 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 0F 21 00 
0x120,6,CAN,x| 02 43 08 A4 60 01 
0x122,8,CAN,x| B0 00 00 01 0F 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 14 22 00 
0x120,6,CAN,x| 02 43 08 A4 60 02 
0x122,8,CAN,x| B0 00 00 02 14 00 00 00 
0x310,8,CAN,x| 01 3C 00 00 00 00 08 00 
0x318,8,CAN,x| 01 41 FF 00 00 00 10 80 
0x13F,8,CAN,x| 00 0B B8 00 00 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 14 23 00 
0x120,6,CAN,x| 02 43 08 A4 60 03 
0x122,8,CAN,x| B0 00 00 03 14 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 13 20 00 
0x120,6,CAN,x| 02 43 06 A4 5E 00 
0x122,8,CAN,x| B0 00 00 00 13 00 00 00 
0x13F,8,CAN,x| 00 0B B8 00 00 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 10 21 00 
0x120,6,CAN,x| 02 43 06 A4 5E 01 
0x122,8,CAN,x| B0 00 00 01 10 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 13 22 00 
0x120,6,CAN,x| 02 43 06 A4 5D 02 
0x122,8,CAN,x| B0 00 00 02 13 00 00 00 
0x13F,8,CAN,x| 00 0B B8 00 00 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 13 23 00 
0x120,6,CAN,x| 02 43 06 A4 5C 03 
0x122,8,CAN,x| B0 00 00 03 13 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 13 20 00 
0x120,6,CAN,x| 02 43 07 A4 60 00 
0x122,8,CAN,x| B0 00 00 00 13 00 00 00 
0x13F,8,CAN,x| 00 0B B8 00 00 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 10 21 00 
0x120,6,CAN,x| 02 43 07 A4 60 01 
0x122,8,CAN,x| B0 00 00 01 10 00 00 00 
0x314,8,CAN,x| 00 00 00 00 00 00 7F 01 
0x500,8,CAN,x| 75 02 3F 3F 3F 3F 3F 3F 
0x32E,8,CAN,x| 00 00 00 03 64 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 13 22 00 
0x120,6,CAN,x| 02 43 07 A4 60 02 
0x122,8,CAN,x| B0 00 00 02 13 00 00 00 
0x13F,8,CAN,x| 00 0B B8 00 00 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 13 23 00 
0x120,6,CAN,x| 02 43 07 A4 60 03 
0x122,8,CAN,x| B0 00 00 03 13 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 13 20 00 
0x120,6,CAN,x| 02 43 02 A4 5F 00 
0x122,8,CAN,x| B0 00 00 00 13 00 00 00 
0x310,8,CAN,x| 01 3C 00 00 00 00 08 00 
0x318,8,CAN,x| 01 41 FF 00 00 00 10 80 
0x13F,8,CAN,x| 00 0B B8 00 00 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 0F 21 00 
0x120,6,CAN,x| 02 43 02 A4 60 01 
0x122,8,CAN,x| B0 00 00 01 0F 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 13 22 00 
0x120,6,CAN,x| 02 43 02 A4 60 02 
0x122,8,CAN,x| B0 00 00 02 13 00 00 00 
0x13F,8,CAN,x| 00 0B B8 00 00 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 13 23 00 
0x120,6,CAN,x| 02 43 02 A4 60 03 
0x122,8,CAN,x| B0 00 00 03 13 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 12 20 00 
0x120,6,CAN,x| 02 43 00 A4 60 00 
0x122,8,CAN,x| B0 00 00 00 12 00 00 00 
0x13F,8,CAN,x| 00 0B B8 00 00 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 0E 21 00 
0x120,6,CAN,x| 02 43 00 A4 61 01 
0x122,8,CAN,x| B0 00 00 01 0E 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 12 22 00 
0x120,6,CAN,x| 02 43 00 A4 61 02 
0x122,8,CAN,x| B0 00 00 02 12 00 00 00 
0x13F,8,CAN,x| 00 0B B8 00 00 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 12 23 00 
0x120,6,CAN,x| 02 43 00 A4 62 03 
0x122,8,CAN,x| B0 00 00 03 12 00 00 00 
0x314,8,CAN,x| 00 00 00 00 00 00 6D 01 
0x32E,8,CAN,x| 00 00 00 00 64 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 12 20 00 
0x120,6,CAN,x| 02 42 FA A4 5F 00 
0x122,8,CAN,x| B0 00 00 00 12 00 00 00 
0x13F,8,CAN,x| 00 0B B8 00 00 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 0F 21 00 
0x120,6,CAN,x| 02 42 FA A4 60 01 
0x122,8,CAN,x| B0 00 00 01 0F 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 12 22 00 
0x120,6,CAN,x| 02 42 FA A4 60 02 
0x122,8,CAN,x| B0 00 00 02 12 00 00 00 
0x310,8,CAN,x| 01 3C 00 00 00 00 08 00 
0x318,8,CAN,x| 01 41 FF 00 00 00 10 80 
0x13F,8,CAN,x| 00 0B B8 00 00 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 12 23 00 
0x120,6,CAN,x| 02 42 FA A4 61 03 
0x122,8,CAN,x| B0 00 00 03 12 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 12 20 00 
0x120,6,CAN,x| 02 42 F9 A4 60 00 
0x122,8,CAN,x| B0 00 00 00 12 00 00 00 
0x13F,8,CAN,x| 00 0B B8 00 00 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 0D 21 00 
0x120,6,CAN,x| 02 42 F9 A4 63 01 
0x122,8,CAN,x| B0 00 00 01 0D 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 12 22 00 
0x120,6,CAN,x| 02 42 F9 A4 63 02 
0x122,8,CAN,x| B0 00 00 02 12 00 00 00 
0x13F,8,CAN,x| 00 0B B8 00 00 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 12 23 00 
0x120,6,CAN,x| 02 42 F9 A4 65 03 
0x122,8,CAN,x| B0 00 00 03 12 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 12 20 00 
0x120,6,CAN,x| 02 42 F9 A4 60 00 
0x122,8,CAN,x| B0 00 00 00 12 00 00 00 
0x13F,8,CAN,x| 00 0B B8 00 00 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 0F 21 00 
0x120,6,CAN,x| 02 42 F9 A4 61 01 
0x122,8,CAN,x| B0 00 00 01 0F 00 00 00 
0x314,8,CAN,x| 00 00 00 00 00 00 5C 01 
0x500,8,CAN,x| 75 03 3F 3F 3F 3F 3F 3F 
0x32E,8,CAN,x| 00 00 00 01 64 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 13 22 00 
0x120,6,CAN,x| 02 42 F9 A4 61 02 
0x122,8,CAN,x| B0 00 00 02 13 00 00 00 
0x13F,8,CAN,x| 00 0B B8 00 00 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 13 23 00 
0x120,6,CAN,x| 02 42 F9 A4 62 03 
0x122,8,CAN,x| B0 00 00 03 13 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 13 20 00 
0x120,6,CAN,x| 02 43 00 A4 60 00 
0x122,8,CAN,x| B0 00 00 00 13 00 00 00 
0x310,8,CAN,x| 01 3C 00 00 00 00 08 00 
0x318,8,CAN,x| 01 41 FF 00 00 00 10 80 
0x13F,8,CAN,x| 00 0B B8 00 00 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 0E 21 00 
0x120,6,CAN,x| 02 43 00 A4 61 01 
0x122,8,CAN,x| B0 00 00 01 0E 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 13 22 00 
0x120,6,CAN,x| 02 43 00 A4 61 02 
0x122,8,CAN,x| B0 00 00 02 13 00 00 00 
0x13F,8,CAN,x| 00 0B B8 00 00 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 13 23 00 
0x120,6,CAN,x| 02 43 00 A4 62 03 
0x122,8,CAN,x| B0 00 00 03 13 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 13 20 00 
0x120,6,CAN,x| 02 43 00 A4 5F 00 
0x122,8,CAN,x| B0 00 00 00 13 00 00 00 
0x13F,8,CAN,x| 00 0B B8 00 00 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 0F 21 00 
0x120,6,CAN,x| 02 43 00 A4 5E 01 
0x122,8,CAN,x| B0 00 00 01 0F 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 13 22 00 
0x120,6,CAN,x| 02 43 00 A4 5D 02 
0x122,8,CAN,x| B0 00 00 02 13 00 00 00 
0x13F,8,CAN,x| 00 0B B8 00 00 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 13 23 00 
0x120,6,CAN,x| 02 43 00 A4 5D 03 
0x122,8,CAN,x| B0 00 00 03 13 00 00 00 
0x314,8,CAN,x| 00 00 00 00 00 00 6F 01 
0x32E,8,CAN,x| 00 00 00 02 64 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 13 20 00 
0x120,6,CAN,x| 02 43 04 A4 5F 00 
0x122,8,CAN,x| B0 00 00 00 13 00 00 00 
0x13F,8,CAN,x| 00 0B B8 00 00 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 0F 21 00 
0x120,6,CAN,x| 02 43 04 A4 5E 01 
0x122,8,CAN,x| B0 00 00 01 0F 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 13 22 00 
0x120,6,CAN,x| 02 43 04 A4 5E 02 
0x122,8,CAN,x| B0 00 00 02 13 00 00 00 
0x310,8,CAN,x| 01 3C 00 00 00 00 08 00 
0x318,8,CAN,x| 01 41 FF 00 00 00 10 80 
0x13F,8,CAN,x| 00 0B B8 00 00 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 13 23 00 
0x120,6,CAN,x| 02 43 04 A4 5E 03 
0x122,8,CAN,x| B0 00 00 03 13 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 13 20 00 
0x120,6,CAN,x| 02 43 04 A4 5E 00 
0x122,8,CAN,x| B0 00 00 00 13 00 00 00 
0x13F,8,CAN,x| 00 0B B8 00 00 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 10 21 00 
0x120,6,CAN,x| 02 43 04 A4 5D 01 
0x122,8,CAN,x| B0 00 00 01 10 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 14 22 00 
0x120,6,CAN,x| 02 43 04 A4 5D 02 
0x122,8,CAN,x| B0 00 00 02 14 00 00 00 
0x13F,8,CAN,x| 00 0B B8 00 00 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 14 23 00 
0x120,6,CAN,x| 02 43 04 A4 5C 03 
0x122,8,CAN,x| B0 00 00 03 14 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 14 20 00 
0x120,6,CAN,x| 02 43 08 A4 60 00 
0x122,8,CAN,x| B0 00 00 00 14 00 00 00 
0x13F,8,CAN,x| 00 0B B8 00 00 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 0F 21 00 
0x120,6,CAN,x| 02 43 08 A4 5F 01 
0x122,8,CAN,x| B0 00 00 01 0F 00 00 00 
0x314,8,CAN,x| 00 00 00 00 00 00 7F 01 
0x500,8,CAN,x| 75 01 00 3F 3F 3F 3F 3F 
0x32E,8,CAN,x| 00 00 00 03 64 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 14 22 00 
0x120,6,CAN,x| 02 43 08 A4 5F 02 
0x122,8,CAN,x| B0 00 00 02 14 00 00 00 
0x13F,8,CAN,x| 00 0B B8 00 00 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 14 23 00 
0x120,6,CAN,x| 02 43 08 A4 5F 03 
0x122,8,CAN,x| B0 00 00 03 14 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 14 20 00 
0x120,6,CAN,x| 02 43 06 A4 5E 00 
0x122,8,CAN,x| B0 00 00 00 14 00 00 00 
0x310,8,CAN,x| 01 3C 00 00 00 00 08 00 
0x318,8,CAN,x| 01 41 FF 00 00 00 10 80 
0x13F,8,CAN,x| 00 0B B8 00 00 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 10 21 00 
0x120,6,CAN,x| 02 43 06 A4 5D 01 
0x122,8,CAN,x| B0 00 00 01 10 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 14 22 00 
0x120,6,CAN,x| 02 43 06 A4 5C 02 
0x122,8,CAN,x| B0 00 00 02 14 00 00 00 
0x13F,8,CAN,x| 00 0B B8 00 00 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 14 23 00 
0x120,6,CAN,x| 02 43 06 A4 5C 03 
0x122,8,CAN,x| B0 00 00 03 14 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 14 20 00 
0x120,6,CAN,x| 02 43 09 A4 60 00 
0x122,8,CAN,x| B0 00 00 00 14 00 00 00 
0x13F,8,CAN,x| 00 0B B8 00 00 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 0D 21 00 
0x120,6,CAN,x| 02 43 09 A4 60 01 
0x122,8,CAN,x| B0 00 00 01 0D 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 13 22 00 
0x120,6,CAN,x| 02 43 09 A4 60 02 
0x122,8,CAN,x| B0 00 00 02 13 00 00 00 
0x13F,8,CAN,x| 00 0B B8 00 00 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 13 23 00 
0x120,6,CAN,x| 02 43 09 A4 60 03 
0x122,8,CAN,x| B0 00 00 03 13 00 00 00 
0x314,8,CAN,x| 00 00 00 00 00 00 82 01 
0x32E,8,CAN,x| 00 00 00 00 64 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 13 20 00 
0x120,6,CAN,x| 02 43 06 A4 5E 00 
0x122,8,CAN,x| B0 00 00 00 13 00 00 00 
0x13F,8,CAN,x| 00 0B B8 00 00 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 0F 21 00 
0x120,6,CAN,x| 02 43 06 A4 5E 01 
0x122,8,CAN,x| B0 00 00 01 0F 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 13 22 00 
0x120,6,CAN,x| 02 43 06 A4 5D 02 
0x122,8,CAN,x| B0 00 00 02 13 00 00 00 
0x310,8,CAN,x| 01 3C 00 00 00 00 08 00 
0x318,8,CAN,x| 01 41 FF 00 00 00 10 80 
0x13F,8,CAN,x| 00 0B B8 00 00 00 00 00 
0x7E0,8,CAN,x| 01 3E 00 00 00 00 00 00 
0x7E8,8,CAN,x| 01 7E 00 00 00 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 13 23 00 
0x120,6,CAN,x| 02 43 06 A4 5C 03 
0x122,8,CAN,x| B0 00 00 03 13 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 13 20 00 
0x120,6,CAN,x| 02 43 06 A4 60 00 
0x122,8,CAN,x| B0 00 00 00 13 00 00 00 
0x13F,8,CAN,x| 00 0B B8 00 00 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 0D 21 00 
0x120,6,CAN,x| 02 43 06 A4 61 01 
0x122,8,CAN,x| B0 00 00 01 0D 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 13 22 00 
0x120,6,CAN,x| 02 43 06 A4 61 02 
0x122,8,CAN,x| B0 00 00 02 13 00 00 00 
0x13F,8,CAN,x| 00 0B B8 00 00 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 13 23 00 
0x120,6,CAN,x| 02 43 06 A4 61 03 
0x122,8,CAN,x| B0 00 00 03 13 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 13 20 00 
0x120,6,CAN,x| 02 43 00 A4 60 00 
0x122,8,CAN,x| B0 00 00 00 13 00 00 00 
0x13F,8,CAN,x| 00 0B B8 00 00 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 0F 21 00 
0x120,6,CAN,x| 02 43 00 A4 60 01 
0x122,8,CAN,x| B0 00 00 01 0F 00 00 00 
0x314,8,CAN,x| 00 00 00 00 00 00 73 01 
0x500,8,CAN,x| 75 02 3F 3F 3F 3F 3F 3F 
0x32E,8,CAN,x| 00 00 00 01 64 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 12 22 00 
0x120,6,CAN,x| 02 43 00 A4 60 02 
0x122,8,CAN,x| B0 00 00 02 12 00 00 00 
0x13F,8,CAN,x| 00 0B B8 00 00 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 12 23 00 
0x120,6,CAN,x| 02 43 00 A4 60 03 
0x122,8,CAN,x| B0 00 00 03 12 00 00 00 
0x124,8,CAN,x| 68 0B B8 1D B0 12 20 00 
