index,system time,time stamp,channel,Rx/Tx,ID,Frame,type,DLC,CAN-FD,data
72299,="15:44:22.475",0xAD8B06C,1,Rx,0x124,Standard Frame,data frame,8,CAN,x| 68 12 C0 1D B0 12 20 00 
72300,="15:44:22.475",0xAD8B134,1,Rx,0x120,Standard Frame,data frame,6,CAN,x| 02 43 10 A4 60 00 
72301,="15:44:22.475",0xAD8B1FC,1,Rx,0x122,Standard Frame,data frame,8,CAN,x| B0 00 00 00 12 00 00 00 
72302,="15:44:22.475",0xAD8B328,1,Rx,0x310,Standard Frame,data frame,8,CAN,x| 01 3D 00 00 00 00 08 00 
72303,="15:44:22.477",0xAD8B3F0,1,Rx,0x318,Standard Frame,data frame,8,CAN,x| 01 41 FF 00 00 00 10 80 
72304,="15:44:22.477",0xAD8B7D8,1,Rx,0x13F,Standard Frame,data frame,8,CAN,x| 00 12 C0 00 00 00 00 00 
72305,="15:44:22.486",0xAD8D970,1,Rx,0x124,Standard Frame,data frame,8,CAN,x| 68 12 C0 1D B0 12 21 00 
72306,="15:44:22.486",0xAD8DA38,1,Rx,0x120,Standard Frame,data frame,6,CAN,x| 02 43 11 A4 60 01 
72307,="15:44:22.486",0xAD8DB00,1,Rx,0x122,Standard Frame,data frame,8,CAN,x| B0 00 00 01 12 00 00 00 
72308,="15:44:22.496",0xAD8FE8C,1,Rx,0x124,Standard Frame,data frame,8,CAN,x| 68 12 C0 1D B0 0D 22 00 
72309,="15:44:22.496",0xAD8FF54,1,Rx,0x120,Standard Frame,data frame,6,CAN,x| 02 43 11 A4 62 02 
72310,="15:44:22.496",0xAD9001C,1,Rx,0x122,Standard Frame,data frame,8,CAN,x| B0 00 00 02 0D 00 00 00 
72311,="15:44:22.496",0xAD903A0,1,Rx,0x13F,Standard Frame,data frame,8,CAN,x| 00 12 C0 00 00 00 00 00 
72312,="15:44:22.506",0xAD927F4,1,Rx,0x124,Standard Frame,data frame,8,CAN,x| 68 12 C0 1D B0 12 23 00 
72313,="15:44:22.506",0xAD928BC,1,Rx,0x120,Standard Frame,data frame,6,CAN,x| 02 43 11 A4 63 03 
72314,="15:44:22.506",0xAD929E8,1,Rx,0x122,Standard Frame,data frame,8,CAN,x| B0 00 00 03 12 00 00 00 
72315,="15:44:22.516",0xAD94CAC,1,Rx,0x124,Standard Frame,data frame,8,CAN,x| 68 12 C0 1D B0 12 20 00 
72316,="15:44:22.516",0xAD94D10,1,Rx,0x120,Standard Frame,data frame,6,CAN,x| 02 43 0C A4 61 00 
72317,="15:44:22.516",0xAD94E3C,1,Rx,0x122,Standard Frame,data frame,8,CAN,x| B0 00 00 00 12 00 00 00 
72318,="15:44:22.516",0xAD95288,1,Rx,0x13F,Standard Frame,data frame,8,CAN,x| 00 12 C0 00 00 00 00 00 
72319,="15:44:22.526",0xAD97358,1,Rx,0x124,Standard Frame,data frame,8,CAN,x| 68 12 C0 1D B0 12 21 00 
72320,="15:44:22.526",0xAD97420,1,Rx,0x120,Standard Frame,data frame,6,CAN,x| 02 43 0C A4 62 01 
72321,="15:44:22.526",0xAD9754C,1,Rx,0x122,Standard Frame,data frame,8,CAN,x| B0 00 00 01 12 00 00 00 
72322,="15:44:22.536",0xAD99C5C,1,Rx,0x124,Standard Frame,data frame,8,CAN,x| 68 12 C0 1D B0 12 22 00 
72323,="15:44:22.536",0xAD99D24,1,Rx,0x120,Standard Frame,data frame,6,CAN,x| 02 43 0E A4 62 02 
72324,="15:44:22.536",0xAD99E50,1,Rx,0x122,Standard Frame,data frame,8,CAN,x| B0 00 00 02 12 00 00 00 
72325,="15:44:22.538",0xAD9A170,1,Rx,0x13F,Standard Frame,data frame,8,CAN,x| 00 12 C0 00 00 00 00 00 
72326,="15:44:22.546",0xAD9C178,1,Rx,0x124,Standard Frame,data frame,8,CAN,x| 68 12 C0 1D B0 0B 23 00 
72327,="15:44:22.546",0xAD9C240,1,Rx,0x120,Standard Frame,data frame,6,CAN,x| 02 43 0E A4 62 03 
72328,="15:44:22.546",0xAD9C308,1,Rx,0x122,Standard Frame,data frame,8,CAN,x| B0 00 00 03 0B 00 00 00 
72329,="15:44:22.548",0xAD9C9AC,1,Rx,0x314,Standard Frame,data frame,8,CAN,x| 00 00 00 00 00 00 93 01 
72330,="15:44:22.548",0xAD9CA74,1,Rx,0x32E,Standard Frame,data frame,8,CAN,x| 00 00 00 00 64 00 00 00 
72331,="15:44:22.556",0xAD9EB44,1,Rx,0x124,Standard Frame,data frame,8,CAN,x| 68 12 C0 1D B0 12 20 00 
72332,="15:44:22.556",0xAD9EC0C,1,Rx,0x120,Standard Frame,data frame,6,CAN,x| 02 43 0E A4 64 00 
72333,="15:44:22.556",0xAD9ECD4,1,Rx,0x122,Standard Frame,data frame,8,CAN,x| B0 00 00 00 12 00 00 00 
72334,="15:44:22.558",0xAD9F184,1,Rx,0x13F,Standard Frame,data frame,8,CAN,x| 00 12 C0 00 00 00 00 00 
72335,="15:44:22.566",0xADA0F98,1,Rx,0x124,Standard Frame,data frame,8,CAN,x| 68 12 C0 1D B0 12 21 00 
72336,="15:44:22.566",0xADA1060,1,Rx,0x120,Standard Frame,data frame,6,CAN,x| 02 43 0D A4 60 01 
72337,="15:44:22.566",0xADA1128,1,Rx,0x122,Standard Frame,data frame,8,CAN,x| B0 00 00 01 12 00 00 00 
72338,="15:44:22.576",0xADA36A8,1,Rx,0x124,Standard Frame,data frame,8,CAN,x| 68 12 C0 1D B0 12 22 00 
72339,="15:44:22.576",0xADA3770,1,Rx,0x120,Standard Frame,data frame,6,CAN,x| 02 43 0D A4 60 02 
72340,="15:44:22.576",0xADA3838,1,Rx,0x122,Standard Frame,data frame,8,CAN,x| B0 00 00 02 12 00 00 00 
72341,="15:44:22.576",0xADA3964,1,Rx,0x310,Standard Frame,data frame,8,CAN,x| 01 3D 00 00 00 00 08 00 
72342,="15:44:22.576",0xADA3A2C,1,Rx,0x318,Standard Frame,data frame,8,CAN,x| 01 41 FF 00 00 00 10 80 
72343,="15:44:22.576",0xADA3D4C,1,Rx,0x13F,Standard Frame,data frame,8,CAN,x| 00 12 C0 00 00 00 00 00 
72344,="15:44:22.586",0xADA5FAC,1,Rx,0x124,Standard Frame,data frame,8,CAN,x| 68 12 C0 1D B0 12 23 00 
72345,="15:44:22.586",0xADA6074,1,Rx,0x120,Standard Frame,data frame,6,CAN,x| 02 43 11 A4 60 03 
72346,="15:44:22.586",0xADA613C,1,Rx,0x122,Standard Frame,data frame,8,CAN,x| B0 00 00 03 12 00 00 00 
72347,="15:44:22.596",0xADA84C8,1,Rx,0x124,Standard Frame,data frame,8,CAN,x| 68 12 C0 1D B0 0C 20 00 
72348,="15:44:22.596",0xADA852C,1,Rx,0x120,Standard Frame,data frame,6,CAN,x| 02 43 11 A4 61 00 
72349,="15:44:22.596",0xADA8658,1,Rx,0x122,Standard Frame,data frame,8,CAN,x| B0 00 00 00 0C 00 00 00 
72350,="15:44:22.596",0xADA8AA4,1,Rx,0x13F,Standard Frame,data frame,8,CAN,x| 00 12 C0 00 00 00 00 00 
72351,="15:44:22.606",0xADAAE30,1,Rx,0x124,Standard Frame,data frame,8,CAN,x| 68 12 C0 1D B0 13 21 00 
72352,="15:44:22.606",0xADAAEF8,1,Rx,0x120,Standard Frame,data frame,6,CAN,x| 02 43 11 A4 62 01 
72353,="15:44:22.606",0xADAAFC0,1,Rx,0x122,Standard Frame,data frame,8,CAN,x| B0 00 00 01 13 00 00 00 
72354,="15:44:22.616",0xADAD2E8,1,Rx,0x124,Standard Frame,data frame,8,CAN,x| 68 12 C0 1D B0 13 22 00 
72355,="15:44:22.616",0xADAD3B0,1,Rx,0x120,Standard Frame,data frame,6,CAN,x| 02 43 10 A4 5F 02 
72356,="15:44:22.616",0xADAD478,1,Rx,0x122,Standard Frame,data frame,8,CAN,x| B0 00 00 02 13 00 00 00 
72357,="15:44:22.616",0xADAD7FC,1,Rx,0x13F,Standard Frame,data frame,8,CAN,x| 00 12 C0 00 00 00 00 00 
72358,="15:44:22.625",0xADAF994,1,Rx,0x124,Standard Frame,data frame,8,CAN,x| 68 12 C0 1D B0 13 23 00 
72359,="15:44:22.625",0xADAFA5C,1,Rx,0x120,Standard Frame,data frame,6,CAN,x| 02 43 10 A4 5E 03 
72360,="15:44:22.625",0xADAFB88,1,Rx,0x122,Standard Frame,data frame,8,CAN,x| B0 00 00 03 13 00 00 00 
72361,="15:44:22.635",0xADB2298,1,Rx,0x124,Standard Frame,data frame,8,CAN,x| 68 12 C0 1D B0 13 20 00 
72362,="15:44:22.635",0xADB2360,1,Rx,0x120,Standard Frame,data frame,6,CAN,x| 02 43 14 A4 5D 00 
72363,="15:44:22.637",0xADB248C,1,Rx,0x122,Standard Frame,data frame,8,CAN,x| B0 00 00 00 13 00 00 00 
72364,="15:44:22.637",0xADB28D8,1,Rx,0x13F,Standard Frame,data frame,8,CAN,x| 00 12 C0 00 00 00 00 00 
72365,="15:44:22.645",0xADB47B4,1,Rx,0x124,Standard Frame,data frame,8,CAN,x| 68 12 C0 1D B0 0C 21 00 
72366,="15:44:22.645",0xADB487C,1,Rx,0x120,Standard Frame,data frame,6,CAN,x| 02 43 14 A4 5F 01 
72367,="15:44:22.645",0xADB49A8,1,Rx,0x122,Standard Frame,data frame,8,CAN,x| B0 00 00 01 0C 00 00 00 
72368,="15:44:22.647",0xADB4EBC,1,Rx,0x314,Standard Frame,data frame,8,CAN,x| 00 00 00 00 00 00 A1 01 
72369,="15:44:22.647",0xADB4F84,1,Rx,0x500,Standard Frame,data frame,8,CAN,x| 75 01 00 3F 3F 3F 3F 3F 
72370,="15:44:22.647",0xADB50B0,1,Rx,0x32E,Standard Frame,data frame,8,CAN,x| 00 00 00 01 64 00 00 00 
72371,="15:44:22.655",0xADB7180,1,Rx,0x124,Standard Frame,data frame,8,CAN,x| 68 12 C0 1D B0 13 22 00 
72372,="15:44:22.657",0xADB7248,1,Rx,0x120,Standard Frame,data frame,6,CAN,x| 02 43 14 A4 5E 02 
72373,="15:44:22.657",0xADB7310,1,Rx,0x122,Standard Frame,data frame,8,CAN,x| B0 00 00 02 13 00 00 00 
72374,="15:44:22.657",0xADB7694,1,Rx,0x13F,Standard Frame,data frame,8,CAN,x| 00 12 C0 00 00 00 00 00 
72375,="15:44:22.665",0xADB95D4,1,Rx,0x124,Standard Frame,data frame,8,CAN,x| 68 12 C0 1D B0 13 23 00 
72376,="15:44:22.665",0xADB969C,1,Rx,0x120,Standard Frame,data frame,6,CAN,x| 02 43 13 A4 5E 03 
72377,="15:44:22.665",0xADB9764,1,Rx,0x122,Standard Frame,data frame,8,CAN,x| B0 00 00 03 13 00 00 00 
72378,="15:44:22.675",0xADBBCE4,1,Rx,0x124,Standard Frame,data frame,8,CAN,x| 68 12 C0 1D B0 13 20 00 
72379,="15:44:22.675",0xADBBDAC,1,Rx,0x120,Standard Frame,data frame,6,CAN,x| 02 43 13 A4 5D 00 
72380,="15:44:22.675",0xADBBE74,1,Rx,0x122,Standard Frame,data frame,8,CAN,x| B0 00 00 00 13 00 00 00 
72381,="15:44:22.675",0xADBBFA0,1,Rx,0x310,Standard Frame,data frame,8,CAN,x| 01 3D 00 00 00 00 08 00 
72382,="15:44:22.677",0xADBC068,1,Rx,0x318,Standard Frame,data frame,8,CAN,x| 01 41 FF 00 00 00 10 80 
72383,="15:44:22.677",0xADBC518,1,Rx,0x13F,Standard Frame,data frame,8,CAN,x| 00 12 C0 00 00 00 00 00 
72384,="15:44:22.685",0xADBE584,1,Rx,0x124,Standard Frame,data frame,8,CAN,x| 68 12 C0 1D B0 13 21 00 
72385,="15:44:22.687",0xADBE64C,1,Rx,0x120,Standard Frame,data frame,6,CAN,x| 02 43 17 A4 5C 01 
72386,="15:44:22.687",0xADBE778,1,Rx,0x122,Standard Frame,data frame,8,CAN,x| B0 00 00 01 13 00 00 00 
72387,="15:44:22.695",0xADC0AA0,1,Rx,0x124,Standard Frame,data frame,8,CAN,x| 68 12 C0 1D B0 0C 22 00 
72388,="15:44:22.695",0xADC0B68,1,Rx,0x120,Standard Frame,data frame,6,CAN,x| 02 43 17 A4 5F 02 
72389,="15:44:22.695",0xADC0C94,1,Rx,0x122,Standard Frame,data frame,8,CAN,x| B0 00 00 02 0C 00 00 00 
72390,="15:44:22.697",0xADC1018,1,Rx,0x13F,Standard Frame,data frame,8,CAN,x| 00 12 C0 00 00 00 00 00 
72391,="15:44:22.707",0xADC346C,1,Rx,0x124,Standard Frame,data frame,8,CAN,x| 68 12 C0 1D B0 13 23 00 
72392,="15:44:22.707",0xADC3534,1,Rx,0x120,Standard Frame,data frame,6,CAN,x| 02 43 17 A4 5F 03 
72393,="15:44:22.707",0xADC3660,1,Rx,0x122,Standard Frame,data frame,8,CAN,x| B0 00 00 03 13 00 00 00 
72394,="15:44:22.715",0xADC58C0,1,Rx,0x124,Standard Frame,data frame,8,CAN,x| 68 12 C0 1D B0 13 20 00 
72395,="15:44:22.715",0xADC5988,1,Rx,0x120,Standard Frame,data frame,6,CAN,x| 02 43 16 A4 5E 00 
72396,="15:44:22.715",0xADC5AB4,1,Rx,0x122,Standard Frame,data frame,8,CAN,x| B0 00 00 00 13 00 00 00 
72397,="15:44:22.717",0xADC5E9C,1,Rx,0x13F,Standard Frame,data frame,8,CAN,x| 00 12 C0 00 00 00 00 00 
72398,="15:44:22.725",0xADC7FD0,1,Rx,0x124,Standard Frame,data frame,8,CAN,x| 68 12 C0 1D B0 13 21 00 
72399,="15:44:22.725",0xADC8098,1,Rx,0x120,Standard Frame,data frame,6,CAN,x| 02 43 16 A4 5D 01 
72400,="15:44:22.725",0xADC81C4,1,Rx,0x122,Standard Frame,data frame,8,CAN,x| B0 00 00 01 13 00 00 00 
72401,="15:44:22.735",0xADCA8D4,1,Rx,0x124,Standard Frame,data frame,8,CAN,x| 68 12 C0 1D B0 13 22 00 
72402,="15:44:22.735",0xADCA99C,1,Rx,0x120,Standard Frame,data frame,6,CAN,x| 02 43 19 A4 5D 02 
72403,="15:44:22.737",0xADCAA64,1,Rx,0x122,Standard Frame,data frame,8,CAN,x| B0 00 00 02 13 00 00 00 
72404,="15:44:22.737",0xADCAE4C,1,Rx,0x13F,Standard Frame,data frame,8,CAN,x| 00 12 C0 00 00 00 00 00 
72405,="15:44:22.745",0xADCCDF0,1,Rx,0x124,Standard Frame,data frame,8,CAN,x| 68 12 C0 1D B0 0F 23 00 
72406,="15:44:22.745",0xADCCEB8,1,Rx,0x120,Standard Frame,data frame,6,CAN,x| 02 43 19 A4 5F 03 
72407,="15:44:22.745",0xADCCF80,1,Rx,0x122,Standard Frame,data frame,8,CAN,x| B0 00 00 03 0F 00 00 00 
72408,="15:44:22.747",0xADCD5C0,1,Rx,0x314,Standard Frame,data frame,8,CAN,x| 00 00 00 00 00 00 BB 01 
72409,="15:44:22.749",0xADCD6EC,1,Rx,0x32E,Standard Frame,data frame,8,CAN,x| 00 00 00 02 64 00 00 00 
72410,="15:44:22.757",0xADCF7BC,1,Rx,0x124,Standard Frame,data frame,8,CAN,x| 68 12 C0 1D B0 14 20 00 
72411,="15:44:22.757",0xADCF884,1,Rx,0x120,Standard Frame,data frame,6,CAN,x| 02 43 19 A4 5F 00 
72412,="15:44:22.757",0xADCF94C,1,Rx,0x122,Standard Frame,data frame,8,CAN,x| B0 00 00 00 14 00 00 00 
72413,="15:44:22.757",0xADCFD98,1,Rx,0x13F,Standard Frame,data frame,8,CAN,x| 00 12 C0 00 00 00 00 00 
72414,="15:44:22.765",0xADD1C10,1,Rx,0x124,Standard Frame,data frame,8,CAN,x| 68 12 C0 1D B0 14 21 00 
72415,="15:44:22.765",0xADD1CD8,1,Rx,0x120,Standard Frame,data frame,6,CAN,x| 02 43 16 A4 5E 01 
72416,="15:44:22.765",0xADD1DA0,1,Rx,0x122,Standard Frame,data frame,8,CAN,x| B0 00 00 01 14 00 00 00 
72417,="15:44:22.775",0xADD4320,1,Rx,0x124,Standard Frame,data frame,8,CAN,x| 68 12 C0 1D B0 14 22 00 
72418,="15:44:22.775",0xADD43E8,1,Rx,0x120,Standard Frame,data frame,6,CAN,x| 02 43 16 A4 5D 02 
72419,="15:44:22.775",0xADD44B0,1,Rx,0x122,Standard Frame,data frame,8,CAN,x| B0 00 00 02 14 00 00 00 
72420,="15:44:22.777",0xADD4578,1,Rx,0x310,Standard Frame,data frame,8,CAN,x| 01 3D 00 00 00 00 08 00 
72421,="15:44:22.777",0xADD46A4,1,Rx,0x318,Standard Frame,data frame,8,CAN,x| 01 41 FF 00 00 00 10 80 
72422,="15:44:22.777",0xADD4B54,1,Rx,0x13F,Standard Frame,data frame,8,CAN,x| 00 12 C0 00 00 00 00 00 
72423,="15:44:22.785",0xADD6BC0,1,Rx,0x124,Standard Frame,data frame,8,CAN,x| 68 12 C0 1D B0 14 23 00 
72424,="15:44:22.787",0xADD6C88,1,Rx,0x120,Standard Frame,data frame,6,CAN,x| 02 43 1B A4 5C 03 
72425,="15:44:22.787",0xADD6DB4,1,Rx,0x122,Standard Frame,data frame,8,CAN,x| B0 00 00 03 14 00 00 00 
72426,="15:44:22.795",0xADD9140,1,Rx,0x124,Standard Frame,data frame,8,CAN,x| 68 12 C0 1D B0 0F 20 00 
72427,="15:44:22.795",0xADD91A4,1,Rx,0x120,Standard Frame,data frame,6,CAN,x| 02 43 1B A4 60 00 
72428,="15:44:22.795",0xADD92D0,1,Rx,0x122,Standard Frame,data frame,8,CAN,x| B0 00 00 00 0F 00 00 00 
72429,="15:44:22.797",0xADD971C,1,Rx,0x13F,Standard Frame,data frame,8,CAN,x| 00 12 C0 00 00 00 00 00 
72430,="15:44:22.807",0xADDBAA8,1,Rx,0x124,Standard Frame,data frame,8,CAN,x| 68 12 C0 1D B0 14 21 00 
72431,="15:44:22.807",0xADDBB70,1,Rx,0x120,Standard Frame,data frame,6,CAN,x| 02 43 1B A4 60 01 
72432,="15:44:22.807",0xADDBC38,1,Rx,0x122,Standard Frame,data frame,8,CAN,x| B0 00 00 01 14 00 00 00 
72433,="15:44:22.815",0xADDDEFC,1,Rx,0x124,Standard Frame,data frame,8,CAN,x| 68 12 C0 1D B0 14 22 00 
72434,="15:44:22.815",0xADDDFC4,1,Rx,0x120,Standard Frame,data frame,6,CAN,x| 02 43 18 A4 5E 02 
72435,="15:44:22.815",0xADDE0F0,1,Rx,0x122,Standard Frame,data frame,8,CAN,x| B0 00 00 02 14 00 00 00 
72436,="15:44:22.817",0xADDE4D8,1,Rx,0x13F,Standard Frame,data frame,8,CAN,x| 00 12 C0 00 00 00 00 00 
72437,="15:44:22.825",0xADE060C,1,Rx,0x124,Standard Frame,data frame,8,CAN,x| 68 12 C0 1D B0 14 23 00 
72438,="15:44:22.825",0xADE06D4,1,Rx,0x120,Standard Frame,data frame,6,CAN,x| 02 43 18 A4 5D 03 
72439,="15:44:22.825",0xADE0800,1,Rx,0x122,Standard Frame,data frame,8,CAN,x| B0 00 00 03 14 00 00 00 
72440,="15:44:22.835",0xADE2F10,1,Rx,0x124,Standard Frame,data frame,8,CAN,x| 68 12 C0 1D B0 14 20 00 
72441,="15:44:22.837",0xADE2FD8,1,Rx,0x120,Standard Frame,data frame,6,CAN,x| 02 43 1B A4 5C 00 
72442,="15:44:22.837",0xADE30A0,1,Rx,0x122,Standard Frame,data frame,8,CAN,x| B0 00 00 00 14 00 00 00 
72443,="15:44:22.837",0xADE34EC,1,Rx,0x13F,Standard Frame,data frame,8,CAN,x| 00 12 C0 00 00 00 00 00 
72444,="15:44:22.845",0xADE542C,1,Rx,0x124,Standard Frame,data frame,8,CAN,x| 68 12 C0 1D B0 0F 21 00 
72445,="15:44:22.845",0xADE54F4,1,Rx,0x120,Standard Frame,data frame,6,CAN,x| 02 43 1C A4 5F 01 
72446,="15:44:22.845",0xADE55BC,1,Rx,0x122,Standard Frame,data frame,8,CAN,x| B0 00 00 01 0F 00 00 00 
72447,="15:44:22.847",0xADE5AD0,1,Rx,0x314,Standard Frame,data frame,8,CAN,x| 00 00 00 00 00 00 C0 01 
72448,="15:44:22.847",0xADE5BFC,1,Rx,0x500,Standard Frame,data frame,8,CAN,x| 75 02 3F 3F 3F 3F 3F 3F 
72449,="15:44:22.847",0xADE5CC4,1,Rx,0x32E,Standard Frame,data frame,8,CAN,x| 00 00 00 03 64 00 00 00 
72450,="15:44:22.857",0xADE7DF8,1,Rx,0x124,Standard Frame,data frame,8,CAN,x| 68 12 C0 1D B0 14 22 00 
72451,="15:44:22.857",0xADE7EC0,1,Rx,0x120,Standard Frame,data frame,6,CAN,x| 02 43 1C A4 60 02 
72452,="15:44:22.857",0xADE7F88,1,Rx,0x122,Standard Frame,data frame,8,CAN,x| B0 00 00 02 14 00 00 00 
72453,="15:44:22.857",0xADE8370,1,Rx,0x13F,Standard Frame,data frame,8,CAN,x| 00 12 C0 00 00 00 00 00 
72454,="15:44:22.865",0xADEA24C,1,Rx,0x124,Standard Frame,data frame,8,CAN,x| 68 12 C0 1D B0 13 23 00 
72455,="15:44:22.865",0xADEA314,1,Rx,0x120,Standard Frame,data frame,6,CAN,x| 02 43 18 A4 5E 03 
72456,="15:44:22.865",0xADEA3DC,1,Rx,0x122,Standard Frame,data frame,8,CAN,x| B0 00 00 03 13 00 00 00 
72457,="15:44:22.875",0xADEC8F8,1,Rx,0x124,Standard Frame,data frame,8,CAN,x| 68 12 C0 1D B0 14 20 00 
72458,="15:44:22.875",0xADEC9C0,1,Rx,0x120,Standard Frame,data frame,6,CAN,x| 02 43 18 A4 5E 00 
72459,="15:44:22.875",0xADECAEC,1,Rx,0x122,Standard Frame,data frame,8,CAN,x| B0 00 00 00 14 00 00 00 
72460,="15:44:22.877",0xADECBB4,1,Rx,0x310,Standard Frame,data frame,8,CAN,x| 01 3D 00 00 00 00 08 00 
72461,="15:44:22.877",0xADECCE0,1,Rx,0x318,Standard Frame,data frame,8,CAN,x| 01 41 FF 00 00 00 10 80 
72462,="15:44:22.877",0xADED0C8,1,Rx,0x13F,Standard Frame,data frame,8,CAN,x| 00 12 C0 00 00 00 00 00 
72463,="15:44:22.887",0xADEF1FC,1,Rx,0x124,Standard Frame,data frame,8,CAN,x| 68 12 C0 1D B0 13 21 00 
72464,="15:44:22.887",0xADEF2C4,1,Rx,0x120,Standard Frame,data frame,6,CAN,x| 02 43 1B A4 5E 01 
72465,="15:44:22.887",0xADEF3F0,1,Rx,0x122,Standard Frame,data frame,8,CAN,x| B0 00 00 01 13 00 00 00 
72466,="15:44:22.895",0xADF1718,1,Rx,0x124,Standard Frame,data frame,8,CAN,x| 68 12 C0 1D B0 0E 22 00 
72467,="15:44:22.895",0xADF17E0,1,Rx,0x120,Standard Frame,data frame,6,CAN,x| 02 43 1B A4 60 02 
72468,="15:44:22.895",0xADF190C,1,Rx,0x122,Standard Frame,data frame,8,CAN,x| B0 00 00 02 0E 00 00 00 
72469,="15:44:22.897",0xADF1C2C,1,Rx,0x13F,Standard Frame,data frame,8,CAN,x| 00 12 C0 00 00 00 00 00 
72470,="15:44:22.907",0xADF40E4,1,Rx,0x124,Standard Frame,data frame,8,CAN,x| 68 12 C0 1D B0 13 23 00 
72471,="15:44:22.907",0xADF41AC,1,Rx,0x120,Standard Frame,data frame,6,CAN,x| 02 43 1B A4 60 03 
72472,="15:44:22.907",0xADF4274,1,Rx,0x122,Standard Frame,data frame,8,CAN,x| B0 00 00 03 13 00 00 00 
72473,="15:44:22.915",0xADF6538,1,Rx,0x124,Standard Frame,data frame,8,CAN,x| 68 12 C0 1D B0 13 20 00 
72474,="15:44:22.915",0xADF6600,1,Rx,0x120,Standard Frame,data frame,6,CAN,x| 02 43 17 A4 5F 00 
72475,="15:44:22.915",0xADF672C,1,Rx,0x122,Standard Frame,data frame,8,CAN,x| B0 00 00 00 13 00 00 00 
72476,="15:44:22.916",0xADF6B14,1,Rx,0x13F,Standard Frame,data frame,8,CAN,x| 00 12 C0 00 00 00 00 00 
72477,="15:44:22.924",0xADF8C48,1,Rx,0x124,Standard Frame,data frame,8,CAN,x| 68 12 C0 1D B0 13 21 00 
72478,="15:44:22.924",0xADF8D10,1,Rx,0x120,Standard Frame,data frame,6,CAN,x| 02 43 17 A4 5E 01 
72479,="15:44:22.924",0xADF8DD8,1,Rx,0x122,Standard Frame,data frame,8,CAN,x| B0 00 00 01 13 00 00 00 
72480,="15:44:22.936",0xADFB54C,1,Rx,0x124,Standard Frame,data frame,8,CAN,x| 68 12 C0 1D B0 13 22 00 
72481,="15:44:22.936",0xADFB614,1,Rx,0x120,Standard Frame,data frame,6,CAN,x| 02 43 18 A4 5E 02 
72482,="15:44:22.936",0xADFB6DC,1,Rx,0x122,Standard Frame,data frame,8,CAN,x| B0 00 00 02 13 00 00 00 
72483,="15:44:22.936",0xADFBA60,1,Rx,0x13F,Standard Frame,data frame,8,CAN,x| 00 12 C0 00 00 00 00 00 
72484,="15:44:22.944",0xADFDA68,1,Rx,0x124,Standard Frame,data frame,8,CAN,x| 68 12 C0 1D B0 0E 23 00 
72485,="15:44:22.944",0xADFDB30,1,Rx,0x120,Standard Frame,data frame,6,CAN,x| 02 43 18 A4 60 03 
72486,="15:44:22.944",0xADFDBF8,1,Rx,0x122,Standard Frame,data frame,8,CAN,x| B0 00 00 03 0E 00 00 00 
72487,="15:44:22.946",0xADFE238,1,Rx,0x314,Standard Frame,data frame,8,CAN,x| 00 00 00 00 00 00 B6 01 
72488,="15:44:22.946",0xADFE364,1,Rx,0x32E,Standard Frame,data frame,8,CAN,x| 00 00 00 00 64 00 00 00 
72489,="15:44:22.956",0xAE003D0,1,Rx,0x124,Standard Frame,data frame,8,CAN,x| 68 12 C0 1D B0 13 20 00 
72490,="15:44:22.956",0xAE00498,1,Rx,0x120,Standard Frame,data frame,6,CAN,x| 02 43 18 A4 61 00 
72491,="15:44:22.956",0xAE005C4,1,Rx,0x122,Standard Frame,data frame,8,CAN,x| B0 00 00 00 13 00 00 00 
72492,="15:44:22.956",0xAE00A10,1,Rx,0x13F,Standard Frame,data frame,8,CAN,x| 00 12 C0 00 00 00 00 00 
72493,="15:44:22.964",0xAE02824,1,Rx,0x124,Standard Frame,data frame,8,CAN,x| 68 12 C0 1D B0 13 21 00 
72494,="15:44:22.964",0xAE028EC,1,Rx,0x120,Standard Frame,data frame,6,CAN,x| 02 43 14 A4 60 01 
72495,="15:44:22.964",0xAE02A18,1,Rx,0x122,Standard Frame,data frame,8,CAN,x| B0 00 00 01 13 00 00 00 
72496,="15:44:22.974",0xAE04F98,1,Rx,0x124,Standard Frame,data frame,8,CAN,x| 68 12 C0 1D B0 13 22 00 
72497,="15:44:22.974",0xAE05060,1,Rx,0x120,Standard Frame,data frame,6,CAN,x| 02 43 14 A4 5F 02 
72498,="15:44:22.974",0xAE05128,1,Rx,0x122,Standard Frame,data frame,8,CAN,x| B0 00 00 02 13 00 00 00 
72499,="15:44:22.977",0xAE051F0,1,Rx,0x310,Standard Frame,data frame,8,CAN,x| 01 3D 00 00 00 00 08 00 
72500,="15:44:22.977",0xAE0531C,1,Rx,0x318,Standard Frame,data frame,8,CAN,x| 01 41 FF 00 00 00 10 80 
72501,="15:44:22.977",0xAE055D8,1,Rx,0x13F,Standard Frame,data frame,8,CAN,x| 00 12 C0 00 00 00 00 00 
72502,="15:44:22.986",0xAE07838,1,Rx,0x124,Standard Frame,data frame,8,CAN,x| 68 12 C0 1D B0 13 23 00 
72503,="15:44:22.986",0xAE07900,1,Rx,0x120,Standard Frame,data frame,6,CAN,x| 02 43 14 A4 5F 03 
72504,="15:44:22.986",0xAE07A2C,1,Rx,0x122,Standard Frame,data frame,8,CAN,x| B0 00 00 03 13 00 00 00 
